Segment,Period,Step,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,DEF,UV,SF,KQ
0,1,2,36.12149,245,245,338.8785,310.42847,3.40E+38,0,0,0,0,245,273.9583
1,1,2,84.72151,223.2,271.8,223.2,3.40E+38,3.40E+38,0,0,0,48.600014,223.2,300.3
2,1,2,45.000015,223.2,223.20001,360,3.40E+38,3.40E+38,0,0,0,1.53E-05,223.2,90
3,1,2,37.191223,200.4245,200.4245,360,3.40E+38,3.40E+38,0,22.77551,0,0,223.20001,300.3
4,1,2,30.993286,200.4245,200.4245,360,3.40E+38,3.40E+38,0,0,0,0,200.4245,327.8204
5,1,2,30.993286,200.4245,200.4245,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,200.4245,327.8204
0,1,3,36.12149,245,245,310.42847,288.62848,3.40E+38,0,0,0,0,245,273.9583
1,1,3,106.5215,223.2,293.6,223.2,3.40E+38,3.40E+38,0,0,0,70.4,223.2,300.3
2,1,3,45.000015,223.2,223.20001,360,3.40E+38,3.40E+38,0,0,0,1.53E-05,223.2,90
3,1,3,37.19124,200.42448,200.42448,360,3.40E+38,3.40E+38,0,22.77551,0,7.63E-06,223.2,300.3
4,1,3,30.993286,200.42448,200.42448,360,3.40E+38,3.40E+38,0,0,0,0,200.42448,327.8204
5,1,3,30.993286,200.42448,200.42448,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,200.42448,327.8204
0,1,4,36.12149,245,245,288.62848,266.8285,3.40E+38,0,0,0,0,245,273.9583
1,1,4,128.32149,223.2,315.4,223.2,3.40E+38,3.40E+38,0,0,0,92.19999,223.2,300.3
2,1,4,45.000015,223.2,223.20001,360,3.40E+38,3.40E+38,0,0,0,1.53E-05,223.2,90
3,1,4,37.191223,200.4245,200.4245,360,3.40E+38,3.40E+38,0,22.77551,0,0,223.20001,300.3
4,1,4,30.993286,200.4245,200.4245,360,3.40E+38,3.40E+38,0,0,0,0,200.4245,327.8204
5,1,4,30.993286,200.4245,200.4245,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,200.4245,327.8204
0,2,0,30.993286,215,215,266.8285,245.02849,3.40E+38,0,0,0,0,215,273.9583
1,2,0,114.99327,223.2,307.19998,223.2,3.40E+38,3.40E+38,0,0,0,83.999985,223.2,300.3
2,2,0,36.101456,223.2,223.20001,360,3.40E+38,3.40E+38,0,0,0,7.63E-06,223.2,90
3,2,0,33.30394,198.79848,198.79848,360,3.40E+38,3.40E+38,0,24.40152,109,0,223.2,300.3
4,2,0,27.162811,198.79848,198.79848,360,3.40E+38,3.40E+38,0,0,0,0,198.79848,327.8204
5,2,0,27.162811,198.79848,198.79848,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,198.79848,327.8204
0,2,1,30.993286,215,215,245.02849,258.3567,3.40E+38,0,0,0,0,215,310.20834
1,2,1,106.79329,223.2,299,223.2,3.40E+38,3.40E+38,0,0,0,75.8,223.2,300.3
2,2,1,36.101456,223.2,223.20001,360,3.40E+38,3.40E+38,0,0,0,7.63E-06,223.2,90
3,2,1,33.30394,197.2465,197.2465,360,3.40E+38,3.40E+38,0,25.95349,0,0,223.2,300.3
4,2,1,27.162811,197.2465,197.2465,360,3.40E+38,3.40E+38,0,0,0,0,197.2465,329.78516
5,2,1,27.162811,197.2465,197.2465,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,197.2465,329.78516
0,2,2,30.993286,215,215,258.3567,266.5567,3.40E+38,0,0,0,0,215,310.20834
1,2,2,98.59328,223.2,290.8,223.2,3.40E+38,3.40E+38,0,0,0,67.59999,223.2,300.3
2,2,2,36.101456,223.2,223.20001,360,3.40E+38,3.40E+38,0,0,0,7.63E-06,223.2,90
3,2,2,33.30394,197.2465,197.2465,360,3.40E+38,3.40E+38,0,25.95349,0,0,223.2,300.3
4,2,2,27.162811,197.2465,197.2465,360,3.40E+38,3.40E+38,0,0,0,0,197.2465,331.66046
5,2,2,27.162811,197.2465,197.2465,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,197.2465,331.66046
0,2,3,30.993286,215,215,266.5567,274.7567,3.40E+38,0,0,0,0,215,310.20834
1,2,3,90.393265,223.2,282.59998,223.2,3.40E+38,3.40E+38,0,0,0,59.39998,223.2,300.3
2,2,3,36.101456,223.2,223.20001,360,3.40E+38,3.40E+38,0,0,0,7.63E-06,223.2,90
3,2,3,33.30394,197.2465,197.2465,360,3.40E+38,3.40E+38,0,25.95349,0,0,223.2,300.3
4,2,3,27.162811,197.2465,197.2465,360,3.40E+38,3.40E+38,0,0,0,0,197.2465,331.66046
5,2,3,27.162811,197.2465,197.2465,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,197.2465,331.66046
0,2,4,30.993286,215,215,274.7567,282.95673,3.40E+38,0,0,0,0,215,310.20834
1,2,4,82.19325,223.2,274.39996,223.2,3.40E+38,3.40E+38,0,0,0,51.199966,223.2,300.3
2,2,4,36.101456,223.2,223.20001,360,3.40E+38,3.40E+38,0,0,0,7.63E-06,223.2,90
3,2,4,33.30394,197.2465,197.2465,360,3.40E+38,3.40E+38,0,25.95349,0,0,223.2,300.3
4,2,4,27.162811,197.2465,197.2465,360,3.40E+38,3.40E+38,0,0,0,0,197.2465,331.66046
5,2,4,27.162811,197.2465,197.2465,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,197.2465,331.66046
0,3,0,28.655655,200,200,282.95673,291.15674,3.40E+38,0,0,0,0,200,310.20834
1,3,0,56.655624,223.2,251.19997,223.2,3.40E+38,3.40E+38,0,0,0,27.999964,223.2,300.3
2,3,0,31.952667,223.2,223.20001,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,223.2,90
3,3,0,30.984497,195.3,195.3,360,3.40E+38,3.40E+38,0,27.9,0,5.72E-06,223.2,300.3
4,3,0,25,195.3,195.3,360,3.40E+38,3.40E+38,0,0,0,0,195.3,331.66046
5,3,0,25,195.3,195.3,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,195.3,331.66046
0,3,1,28.655655,200,200,291.15674,316.69434,3.40E+38,0,0,0,0,200,328.3333
1,3,1,33.455643,223.2,227.99997,223.2,3.40E+38,3.40E+38,0,0,0,4.799982,223.2,300.3
2,3,1,31.952667,223.2,223.2,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,223.2,90
3,3,1,30.984497,195.3,195.3,360,3.40E+38,3.40E+38,0,27.9,0,5.72E-06,223.2,300.3
4,3,1,25,195.3,195.3,360,3.40E+38,3.40E+38,0,0,0,0,195.3,334.0125
5,3,1,25,195.3,195.3,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,195.3,334.0125
0,3,2,28.655655,200,200,316.69434,339.89435,3.40E+38,0,0,0,0,200,328.3333
1,3,2,28.655655,204.79999,204.79999,223.2,3.40E+38,3.40E+38,0,0,0,0,204.79999,300.3
2,3,2,31.952667,204.79999,204.79999,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,204.79999,90
3,3,2,30.984497,179.19998,179.19998,360,3.40E+38,3.40E+38,0,25.599998,0,5.72E-06,204.79999,300.3
4,3,2,25,179.19998,179.19998,360,3.40E+38,3.40E+38,0,0,0,0,179.19998,334.0125
5,3,2,25,179.19998,179.19998,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,179.19998,334.0125
0,3,3,28.655655,200,200,339.89435,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
1,3,3,28.655655,200,200,240,3.40E+38,3.40E+38,0,0,0,0,200,322.53336
2,3,3,31.952667,200,200,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,200,132.53336
3,3,3,30.984497,175,175,360,3.40E+38,3.40E+38,0,25,0,5.72E-06,200,322.53336
4,3,3,25,175,175,360,3.40E+38,3.40E+38,0,0,0,0,175,353.46667
5,3,3,25,175,175,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,175,353.46667
0,3,4,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
1,3,4,28.655655,200,200,240,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
2,3,4,31.952667,200,200,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,200,138.33333
3,3,4,30.984497,175,175,360,3.40E+38,3.40E+38,0,25,0,5.72E-06,200,328.3333
4,3,4,25,175,175,360,3.40E+38,3.40E+38,0,0,0,0,175,358.54166
5,3,4,25,175,175,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,175,358.54166
