Segment,Period,Step,NV,MF,MI,MO1,MO2,MO3,ONRF,OFRF,DEF,UV,SF,KQ
0,1,1,42.076263,275,275,360,3.40E+38,3.40E+38,0,0,0,0,275,237.70834
1,1,1,42.076263,275,275,360,302.92374,3.40E+38,0,0,0,0,275,237.70834
2,1,1,112.07626,240,310,240,3.40E+38,3.40E+38,0,0,0,70,240,280
3,1,1,45,240,240,360,3.40E+38,3.40E+38,0,0,0,0,240,90
4,1,1,35.217392,240.00002,240.00002,360,3.40E+38,3.40E+38,0,0,0,0,240.00002,280
5,1,1,35.217377,240.00003,240.00003,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,240.00003,280
0,1,2,42.076263,275,275,360,3.40E+38,3.40E+38,0,0,0,0,275,237.70834
1,1,2,49.152527,267.92374,275,302.92374,267.92374,3.40E+38,0,0,0,7.0762596,267.92374,237.70834
2,1,2,140,240,337.92374,240,3.40E+38,3.40E+38,0,0,0,97.92374,240,280
3,1,2,45,240,240,360,3.40E+38,3.40E+38,0,0,0,0,240,90
4,1,2,35.217407,240,240,360,3.40E+38,3.40E+38,0,0,0,1.53E-05,240,279.99997
5,1,2,35.217377,240,240,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,240,279.99997
0,1,3,42.076263,275,275,360,341.90063,3.40E+38,0,0,0,0,275,237.70834
1,1,3,84.15253,240,282.07626,267.92374,240,3.40E+38,0,0,0,42.07626,240,246.25882
2,1,3,140,240,337.92374,240,3.40E+38,3.40E+38,0,0,0,97.92374,240,280
3,1,3,45,240,240,360,3.40E+38,3.40E+38,0,0,0,0,240,90
4,1,3,35.217392,240.00002,240.00002,360,3.40E+38,3.40E+38,0,0,0,0,240.00002,280
5,1,3,35.217392,240.00002,240.00002,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,240.00002,280
0,1,4,42.076263,275,275,341.90063,295.84747,3.40E+38,0,0,0,0,275,237.70834
1,1,4,119.15253,240,317.07626,240,240,3.40E+38,0,0,0,77.07626,240,280
2,1,4,140,240,337.92374,240,3.40E+38,3.40E+38,0,0,0,97.92374,240,280
3,1,4,45,240,240,360,3.40E+38,3.40E+38,0,0,0,0,240,90
4,1,4,35.217407,240,240,360,3.40E+38,3.40E+38,0,0,0,1.53E-05,240,279.99997
5,1,4,35.217407,240,240,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.53E-05,240,279.99997
0,2,0,32.628387,225,225,295.84747,260.84747,3.40E+38,0,0,0,0,225,237.70834
1,2,0,94.70465,240,302.07626,240,240,3.40E+38,0,0,0,62.076252,240,280
2,2,0,130.55212,240,337.92374,240,3.40E+38,3.40E+38,0,0,0,97.92372,240,280
3,2,0,39.30847,240,240,360,3.40E+38,3.40E+38,0,0,0,7.63E-06,240,90
4,2,0,32.628403,240.00002,240.00002,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,240.00002,280
5,2,0,32.628387,240.00003,240.00003,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,240.00003,280
0,2,1,32.628387,225,225,260.84747,285.29535,3.40E+38,0,0,0,0,225,298.125
1,2,1,79.70465,240,287.07626,240,249.44788,3.40E+38,0,0,0,47.076252,240,280
2,2,1,130.55212,240,337.9237,240,3.40E+38,3.40E+38,0,0,0,97.92372,240,280
3,2,1,39.30847,240,240,360,3.40E+38,3.40E+38,0,0,0,7.63E-06,240,90
4,2,1,32.628418,240,240,360,3.40E+38,3.40E+38,0,0,0,1.91E-05,240,279.99997
5,2,1,32.628387,240,240,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,240,279.99997
0,2,2,32.628387,225,225,285.29535,300.29535,3.40E+38,0,0,0,0,225,298.125
1,2,2,55.256775,249.44788,272.07626,249.44788,249.44788,3.40E+38,0,0,0,22.628376,249.44788,280
2,2,2,140,240,347.37158,240,3.40E+38,3.40E+38,0,0,0,107.3716,240,280
3,2,2,39.30847,240,240,360,3.40E+38,3.40E+38,0,0,0,7.63E-06,240,90
4,2,2,32.628403,240.00002,240.00002,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,240.00002,280
5,2,2,32.628403,240.00002,240.00002,3.40E+38,3.40E+38,3.40E+38,0,0,0,3.81E-06,240.00002,280
0,2,3,32.628387,225,225,300.29535,328.483,3.40E+38,0,0,0,0,225,298.125
1,2,3,40.256775,240,247.62837,249.44788,240,3.40E+38,0,0,0,7.628376,240,268.5838
2,2,3,140,240,347.37158,240,3.40E+38,3.40E+38,0,0,0,107.3716,240,280
3,2,3,39.30847,240,240,360,3.40E+38,3.40E+38,0,0,0,7.63E-06,240,90
4,2,3,32.628418,240,240,360,3.40E+38,3.40E+38,0,0,0,1.91E-05,240,279.99997
5,2,3,32.628418,240,240,3.40E+38,3.40E+38,3.40E+38,0,0,0,1.91E-05,240,279.99997
0,2,4,32.628387,225,225,328.483,339.74323,3.40E+38,0,0,0,0,225,298.125
1,2,4,32.628403,232.62837,232.62837,240,240,3.40E+38,0,0,0,3.81E-06,232.62837,280
2,2,4,132.62836,240,339.99997,240,3.40E+38,3.40E+38,0,0,0,99.999954,240,280
3,2,4,39.30847,240,240,360,3.40E+38,3.40E+38,0,0,0,7.63E-06,240,90
4,2,4,32.628403,240.00002,240.00002,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,240.00002,280
5,2,4,32.628387,240.00003,240.00003,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,240.00003,280
0,3,0,28.655655,200,200,339.74323,3.40E+38,3.40E+38,0,0,0,0,200,298.125
1,3,0,28.65567,200,200,240,247.37164,3.40E+38,0,0,0,9.54E-06,200,288.90738
2,3,0,88.65561,240,299.99994,240,3.40E+38,3.40E+38,0,0,0,59.999947,240,280
3,3,0,31.952667,240,240,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,240,90
4,3,0,28.65567,240,240,360,3.40E+38,3.40E+38,0,0,0,9.54E-06,240,279.99997
5,3,0,28.65567,240,240,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-06,240,279.99997
0,3,1,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
1,3,1,28.655655,200.00002,200.00002,247.37164,291.3444,3.40E+38,0,0,0,0,200.00002,328.3333
2,3,1,48.65564,240,259.99997,240,3.40E+38,3.40E+38,0,0,0,19.999979,240,280
3,3,1,31.952667,240,240,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,240,90
4,3,1,28.655655,240.00002,240.00002,360,3.40E+38,3.40E+38,0,0,0,0,240.00002,280
5,3,1,28.65567,240.00003,240.00003,3.40E+38,3.40E+38,3.40E+38,0,0,0,9.54E-06,240.00003,280
0,3,2,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
1,3,2,28.655655,200,200,291.3444,331.34436,3.40E+38,0,0,0,0,200,328.3333
2,3,2,28.655655,219.99998,219.99998,240,3.40E+38,3.40E+38,0,0,0,0,219.99998,280
3,3,2,31.952667,219.99998,219.99998,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,219.99998,90
4,3,2,28.655655,219.99998,219.99998,360,3.40E+38,3.40E+38,0,0,0,0,219.99998,279.99997
5,3,2,28.655655,220,220,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,220,279.99997
0,3,3,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
1,3,3,28.655655,200,200,331.34436,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
2,3,3,28.655655,200,200,240,3.40E+38,3.40E+38,0,0,0,0,200,304.1667
3,3,3,31.952667,200,200,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,200,114.16669
4,3,3,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,304.1667
5,3,3,28.655655,200,200,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,200,304.16666
0,3,4,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
1,3,4,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
2,3,4,28.655655,200,200,240,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
3,3,4,31.952667,200,200,360,3.40E+38,3.40E+38,0,0,0,3.81E-06,200,138.33333
4,3,4,28.655655,200,200,360,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
5,3,4,28.655655,200,200,3.40E+38,3.40E+38,3.40E+38,0,0,0,0,200,328.3333
